Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,15:33:08.045997,15:33:09.375932,1,1.0
1,15:33:08.045997,15:33:09.613593,1,1.0
1,15:33:08.045997,15:33:09.814609,1,1.0
1,15:33:08.045997,15:33:10.043111,1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
