Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,14:28:08.030942,14:28:09.139488,-1,1.0
1,14:28:08.030942,14:28:09.892540,-1,1.0
1,14:28:08.030942,14:28:10.044559,-1,1.0
1,14:28:08.030942,14:28:10.220367,-1,1.0
1,14:28:08.030942,14:28:10.421252,-1,1.0
1,14:28:08.030942,14:28:10.597700,-1,1.0
1,14:28:08.030942,14:28:10.782879,-1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
2,14:28:10.803884,14:28:12.914280,1,1.0
2,14:28:10.803884,14:28:13.137699,1,1.0
